"filename", "language", "JavaScript", "PHP", "PostCSS", "Markdown", "JSON", "XML", "comment", "blank", "total"
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\admin\user-orders.blade.php", "PHP", 0, 57, 0, 0, 0, 0, 0, 4, 61
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\admin\users.blade.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\auth\confirm-password.blade.php", "PHP", 0, 22, 0, 0, 0, 0, 0, 6, 28
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\auth\forgot-password.blade.php", "PHP", 0, 21, 0, 0, 0, 0, 0, 5, 26
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\auth\login.blade.php", "PHP", 0, 39, 0, 0, 0, 0, 0, 9, 48
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\auth\register.blade.php", "PHP", 0, 47, 0, 0, 0, 0, 0, 12, 59
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\auth\reset-password.blade.php", "PHP", 0, 32, 0, 0, 0, 0, 0, 8, 40
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\auth\verify-email.blade.php", "PHP", 0, 26, 0, 0, 0, 0, 0, 6, 32
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\chat\index.blade.php", "PHP", 0, 388, 0, 0, 0, 0, 5, 79, 472
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\components\application-logo.blade.php", "PHP", 0, 3, 0, 0, 0, 0, 0, 1, 4
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\components\auth-session-status.blade.php", "PHP", 0, 6, 0, 0, 0, 0, 0, 2, 8
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\components\danger-button.blade.php", "PHP", 0, 3, 0, 0, 0, 0, 0, 1, 4
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\components\dropdown-link.blade.php", "PHP", 0, 1, 0, 0, 0, 0, 0, 1, 2
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\components\dropdown.blade.php", "PHP", 0, 39, 0, 0, 0, 0, 0, 5, 44
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\components\input-error.blade.php", "PHP", 0, 8, 0, 0, 0, 0, 0, 2, 10
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\components\input-label.blade.php", "PHP", 0, 4, 0, 0, 0, 0, 0, 2, 6
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\components\login-button.blade.php", "PHP", 0, 3, 0, 0, 0, 0, 0, 1, 4
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\components\modal.blade.php", "PHP", 0, 72, 0, 0, 0, 0, 2, 4, 78
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\components\nav-link.blade.php", "PHP", 0, 9, 0, 0, 0, 0, 0, 3, 12
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\components\primary-button.blade.php", "PHP", 0, 3, 0, 0, 0, 0, 0, 1, 4
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\components\responsive-nav-link.blade.php", "PHP", 0, 9, 0, 0, 0, 0, 0, 3, 12
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\components\secondary-button.blade.php", "PHP", 0, 3, 0, 0, 0, 0, 0, 1, 4
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\components\text-input.blade.php", "PHP", 0, 2, 0, 0, 0, 0, 0, 2, 4
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\consult\consult.blade.php", "PHP", 0, 129, 0, 0, 0, 0, 0, 12, 141
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\consult\dokter.blade.php", "PHP", 0, 170, 0, 0, 0, 0, 38, 28, 236
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\consult\open_new_tab.blade.php", "PHP", 0, 6, 0, 0, 0, 0, 0, 2, 8
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\dashboard.blade.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 2, 18
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\footer\footer.blade.php", "PHP", 0, 126, 0, 0, 0, 0, 0, 7, 133
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\home\home.blade.php", "PHP", 0, 68, 0, 0, 0, 0, 0, 4, 72
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\landingPage\landingPage.blade.php", "PHP", 0, 179, 0, 0, 0, 0, 0, 14, 193
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\layouts\app.blade.php", "PHP", 0, 31, 0, 0, 0, 0, 0, 6, 37
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\layouts\guest-login.blade.php", "PHP", 0, 27, 0, 0, 0, 0, 0, 5, 32
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\layouts\guest.blade.php", "PHP", 0, 27, 0, 0, 0, 0, 0, 5, 32
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\layouts\mainLayout.blade.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 6, 22
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\layouts\navigation.blade.php", "PHP", 0, 88, 0, 0, 0, 0, 0, 13, 101
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\navbar\navbar-login.blade.php", "PHP", 0, 82, 0, 0, 0, 0, 1, 6, 89
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\navbar\navbar-shop.blade.php", "PHP", 0, 58, 0, 0, 0, 0, 16, 11, 85
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\navbar\navbar.blade.php", "PHP", 0, 60, 0, 0, 0, 0, 0, 2, 62
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\profile\edit.blade.php", "PHP", 0, 26, 0, 0, 0, 0, 0, 4, 30
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\profile\partials\delete-user-form.blade.php", "PHP", 0, 45, 0, 0, 0, 0, 0, 11, 56
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\profile\partials\update-password-form.blade.php", "PHP", 0, 41, 0, 0, 0, 0, 0, 8, 49
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\profile\partials\update-profile-information-form.blade.php", "PHP", 0, 54, 0, 0, 0, 0, 0, 11, 65
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\shop\cart-page.blade.php", "PHP", 0, 115, 0, 0, 0, 0, 20, 11, 146
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\shop\index.blade.php", "PHP", 0, 377, 0, 0, 0, 0, 1, 55, 433
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\shop\product-detail.blade.php", "PHP", 0, 300, 0, 0, 0, 0, 0, 28, 328
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\resources\views\welcome.blade.php", "PHP", 0, 118, 0, 0, 0, 0, 0, 23, 141
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\routes\api.php", "PHP", 0, 9, 0, 0, 0, 0, 14, 6, 29
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\routes\auth.php", "PHP", 0, 43, 0, 0, 0, 0, 0, 17, 60
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\routes\channels.php", "PHP", 0, 14, 0, 0, 0, 0, 10, 5, 29
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\routes\console.php", "PHP", 0, 6, 0, 0, 0, 0, 10, 4, 20
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\routes\web.php", "PHP", 0, 85, 0, 0, 0, 0, 10, 43, 138
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\tailwind.config.js", "JavaScript", 22, 0, 0, 0, 0, 0, 2, 4, 28
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\tests\CreatesApplication.php", "PHP", 0, 13, 0, 0, 0, 0, 3, 6, 22
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\tests\Feature\Auth\AuthenticationTest.php", "PHP", 0, 41, 0, 0, 0, 0, 0, 15, 56
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\tests\Feature\Auth\EmailVerificationTest.php", "PHP", 0, 50, 0, 0, 0, 0, 0, 16, 66
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\tests\Feature\Auth\PasswordConfirmationTest.php", "PHP", 0, 32, 0, 0, 0, 0, 0, 13, 45
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\tests\Feature\Auth\PasswordResetTest.php", "PHP", 0, 50, 0, 0, 0, 0, 0, 22, 72
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\tests\Feature\Auth\PasswordUpdateTest.php", "PHP", 0, 41, 0, 0, 0, 0, 0, 11, 52
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\tests\Feature\Auth\RegistrationTest.php", "PHP", 0, 25, 0, 0, 0, 0, 0, 8, 33
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\tests\Feature\ChatApiTest.php", "PHP", 0, 70, 0, 0, 0, 0, 0, 28, 98
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\tests\Feature\ExampleTest.php", "PHP", 0, 11, 0, 0, 0, 0, 4, 5, 20
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\tests\Feature\ProfileTest.php", "PHP", 0, 76, 0, 0, 0, 0, 0, 24, 100
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\tests\TestCase.php", "PHP", 0, 7, 0, 0, 0, 0, 0, 4, 11
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\tests\Unit\ExampleTest.php", "PHP", 0, 10, 0, 0, 0, 0, 3, 4, 17
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\vendor\spatie\ignition\resources\compiled\ignition.css", "PostCSS", 0, 0, 1, 0, 0, 0, 2, 0, 3
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\vendor\spatie\ignition\resources\compiled\ignition.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 1, 7
"d:\Kuliah ITS\SEMESTER 5\PBKK\Penugasan\sahabat-hewan\vite.config.js", "JavaScript", 18, 0, 0, 0, 0, 0, 0, 2, 20
"Total", "-", 74, 7549, 33, 45, 11421, 29, 1565, 1822, 22538
